created_at,username,cleaned_text,hashtags,favorite_count,retweet_count,reply_count,quote_count,image_url,location,lang,tweet_url,engagement,sentiment
2025-09-14 00:16:14+00:00,,polda jatim diminta buka data penangkapan demo agustus,[],21,6,5,0,,,in,https://x.com/undefined/status/1967019525255397640,27,neutral
2025-09-14 08:09:00+00:00,,woilah cik ojol demo sori ini hape autocorrect nya payah sori sori,[],26,1,1,0,,,in,https://x.com/undefined/status/1967138498710028395,27,negative
2025-09-13 04:59:55+00:00,,ibarat kata ini kemaren demo berhasil numbangin pragib tapi yang gantiin malah mahfud md,[],24,2,2,5,,,in,https://x.com/undefined/status/1966728527484772523,26,negative
2025-09-13 08:33:03+00:00,,masih mending di indonesia s1 bisa jadi aktivis demo bahkan belum lulus kuliah juga bisa jadi aktivis demo,[],21,5,1,0,,,in,https://x.com/undefined/status/1966782162201383160,26,negative
2025-09-13 13:45:22+00:00,,emang perlu di demo maba kayaknya,[],26,0,0,0,,,in,https://x.com/undefined/status/1966860761579618694,26,neutral
2025-09-13 05:36:26+00:00,,justru beliau keliru data survey menunjukkan kepercayaan pada pemerintah tinggi tapi ternyata terjadi demo besar artinya data surveynya harus dipertanyakan,[],22,2,0,0,,,in,https://x.com/undefined/status/1966737717347393632,24,negative
2025-09-13 06:55:58+00:00,,cara buat mutusinnya gimana ya bilangnya tbh bingung kmrin udah bahas soal politik dan masalah demo kemarin tapi jawaban dia tone deaf mampus yap,[],22,0,16,4,,,in,https://x.com/undefined/status/1966757731303325700,22,negative
2025-09-14 02:57:41+00:00,,yusril negara tidak bisa menunggu penunggang demo harus segera ditangkap,[],11,10,0,4,,,in,https://x.com/undefined/status/1967060155247612119,21,neutral
2025-09-14 05:20:30+00:00,,di sebelah itu lagi perang pengaruh antara ngo lama yang mulai kere vs ngo lama yang dapat dana segar karena ngo lama sudah demo berjilidjilidnya habisin duit bohir banyak tapi gagal mulu demonya buat gulingkan rezim,[],15,6,4,1,,,in,https://x.com/undefined/status/1967096094695026891,21,negative
2025-09-14 00:07:46+00:00,,yusril sebut pembentukan tim pencari fakta bisa ungkap akar kerusuhan demo agustus,[],14,6,10,2,,,in,https://x.com/undefined/status/1967017393206816827,20,neutral
2025-09-13 23:29:08+00:00,,ekspresi gue victor ngajakin tanwa gelut tp malah kecebur narandao putus naran ditapuk sepatu sama dao trintanwa ngelukis berujung lovey dovey krairan piano dan syair victor dkk mau demo tanwa diperingatin bapaknya tanwa meringatin victor shineep7,['ShineEP7'],16,4,1,1,,,in,https://x.com/undefined/status/1967007669639954846,20,neutral
2025-09-13 04:58:59+00:00,,demo terjadi akibat anggota dpr kurang peka menyerap aspirasi rakyat pak lebih baik sediakan saja ruang aspirasi secara online dan itu murah serta mudah dilihat dibaca dan akhirnya disampaikan dalam rapat dewan,[],14,6,4,0,,,in,https://x.com/undefined/status/1966728292674711929,20,negative
2025-09-13 12:53:17+00:00,,menko yusril pastikan penyelidikan kasus demo ricuh sudah transparan,[],17,3,7,1,,,in,https://x.com/undefined/status/1966847651821007013,20,neutral
2025-09-13 13:36:24+00:00,,kebobolan atau pembiaran krn kata syahganda nainggolan jumhur hidayat dpt info dr jenderal bintang 2 bin demo tanpa korlap dan berpotensi rusuh tgl 238 jh wanti2 anggotanya utk tdk ikut demo bahkan kata sri radjasa jh sdh tahu otaknya itu demo termul jwb jh saat ditanya,[],16,3,1,0,https://pbs.twimg.com/media/G0uvYh6bcAcy7DO.jpg,,in,https://x.com/undefined/status/1966858506067435523,19,negative
2025-09-13 13:00:27+00:00,,orang inggris demo memprotes pemerintahnya dengan membawa bendera negaranya union jack sebagai simbol perlawanan karena dianggap pemerintah mengkhianati kepentingan rakyat dan negara sementara itu antek asing di indonesia menggunakan bendera perompak sebagai bentuk perlawanan,[],14,5,3,0,,,in,https://x.com/undefined/status/1966849456974033100,19,neutral
2025-09-14 08:56:36+00:00,,adik² mahasiswa ini contoh demo masyarakat jepang mereka berjalan dg tertib menepi tidak memenuhi jalan shg pengguna jalan yg lain tidak terganggu urusannya dengan seperti ini jd tidak ada alasan aparat utk merangsek membubarkan metropolitan govt build shinjuku,[],15,4,5,0,,,in,https://x.com/undefined/status/1967150475918373231,19,negative
2025-09-14 07:22:36+00:00,,ojo demo itu artinya berbeda lho,[],19,0,0,1,,,in,https://x.com/undefined/status/1967126823248244946,19,negative
2025-09-14 06:20:35+00:00,,bagus kan maka itulah katanya demo gada fungsinya,[],15,3,0,0,,,in,https://x.com/undefined/status/1967111215072833911,18,positive
2025-09-14 08:59:54+00:00,,pak saya mau lapor anak saya ilang dari demo kemarin ga tau ga ketemu next,[],18,0,0,0,,,in,https://x.com/undefined/status/1967151307757912534,18,negative
2025-09-13 11:39:59+00:00,,yusril sebut pembentukan tim pencari fakta bisa ungkap akar kerusuhan demo agustus klik untuk baca,[],13,5,6,2,,,in,https://x.com/undefined/status/1966829205284642977,18,neutral
2025-09-14 00:05:35+00:00,,buset demo menjilat westoid,[],15,2,2,2,https://pbs.twimg.com/amplify_video_thumb/1966911303999442944/img/JU6O-X3c9CwzxBaF.jpg,,in,https://x.com/undefined/status/1967016843094487440,17,negative
2025-09-14 08:05:10+00:00,,di sini militernya teriak demo ditunggangi asing,[],15,0,0,0,,,in,https://x.com/undefined/status/1967137532535275545,15,negative
2025-09-13 12:49:23+00:00,,cemen amat mahasiswa kok cm bisa viralin gimana nanti akan menghadapi rezim pemerintah kalau mental kayak gini kalian mahasiswa bukan siswa lagi saatnya hadapi mereka dengan adu argumentasi atau demo mereka sekalian sambil belajar penindasan itu di lawan bukan diviralin,[],15,0,3,2,,,in,https://x.com/undefined/status/1966846672610488462,15,negative
2025-09-13 08:36:46+00:00,,giliran perempuan turun demo kejalan malah lu katain sakit mental,[],13,1,0,0,,,in,https://x.com/undefined/status/1966783099372794161,14,negative
2025-09-13 22:52:17+00:00,,usul seorang menteri membuat lapangan untuk demo mendingan berusaha bantu menyediakan lapangan untuk pekerjaan ga sih,[],9,5,3,0,,,in,https://x.com/undefined/status/1966998395245244740,14,neutral
2025-09-13 05:37:16+00:00,,ide bagus membuat plaza demonstrasi diberi nama plaza aspirasi di halaman adalah ide bagus agar demo apapun tidak akan mengganggu rakyat banyak beraktivitas buat lapangan plaza sangat besar yg bisa menampung sekitar 10 ribu demonstran tanam pohon,[],10,4,0,0,,,in,https://x.com/undefined/status/1966737925829521859,14,positive
2025-09-13 11:06:32+00:00,,mungkin salah pemerintah juga orang2 ga bisa beli buku dan baca berita yang akurat eat the richnya dimaknai orang2 kaya yg keliatan di depan mata padahal maksudnya orang yg kaya bgt yg bisa menggerakkan arah kebijakan semau dia banyak dan ga akan ditemui apalg pas demo,[],10,3,1,0,,,in,https://x.com/undefined/status/1966820790839431630,13,negative
2025-09-13 12:39:30+00:00,,ada demo di inggris masih berlangsung sampe sejutaan yang ikut ada yang live tiktok dan gua lagi menikmati komen komen orang indonesia terutama orang sunda salah satu komennya subang hadir,[],11,2,5,0,,,in,https://x.com/undefined/status/1966844186025750838,13,positive
2025-09-13 12:05:33+00:00,,gua sih cuma nilai pointnya aja yg kemaren dia komen soal 178 point dia kalo berhasil bikin lu makmur juga lu ga demo ya rasional kok kan akar demo itu karena rakyat ngerasa gak adil thats dia ngomong langsung ke akar masalahnya cuma gayanya tengil aja,[],13,0,3,0,,,in,https://x.com/undefined/status/1966835642069094518,13,negative
2025-09-14 03:03:35+00:00,,apakah ada persaingan universitas dalam jabatan mentri sri mulyani lulusan ui begitu dicopot mahasiswa ui langsung demo mentri keuangan baru yang dari itb padahal baru sehari dilantik,[],11,2,1,0,,,in,https://x.com/undefined/status/1967061639708164288,13,neutral
2025-09-14 03:14:01+00:00,,percuma kalo bikin lapangan demo di hal parlemen kalo tuntutan demonya ga didengerin percuma tau harusnya bikin kebijakan lain yang bikin para pejabat tll ini mendengarkan suara rakyat bukan bikin lapangan anying,[],13,0,0,0,,,in,https://x.com/undefined/status/1967064263740305595,13,negative
2025-09-13 14:50:57+00:00,,sure those mahasiswa who spend 20 million their ukt 1 million minimum on their kostkostan 1 million on food arent upper middle lu nyuruh untuk lihat kenyataan tapi lu sendiri ga sadar bahwa mereka yang demo itu kebanyakan orang upper middle juga,[],12,0,2,0,,,in,https://x.com/undefined/status/1966877267252179160,12,negative
2025-09-14 07:15:48+00:00,,gk salah toh di tds yang kerja gak cuma 1 orang tapi ber7 dan masih banyak staff lain nonton aja yang gak kita hype brand sama 1 orang bukan demo buat kegiatan grup,[],11,0,0,0,,,in,https://x.com/undefined/status/1967125111267598627,11,negative
2025-09-14 06:35:39+00:00,,ini mah orang baru melek politik juga tahu tapi solusinya apa urunan duit ama tenaga buat demo mau tapi urunan duit ama tenaga buat dukung caleg yg berkapabilitas kagak mau sampai kapan,[],6,5,4,0,,,in,https://x.com/undefined/status/1967115005876400299,11,negative
2025-09-13 23:14:48+00:00,,misbakhun dan mekeng ini yang ke australia yang satu marathon satunya lagi jalan² kepergok mahasiswa indonesia yang belajar di australia saat mahasiswa di indonesia ramai² demo tunjangan dpr yang tinggi sekali di agustus kemarin keren ya kader² golkar,[],10,1,1,0,,,in,https://x.com/undefined/status/1967004063079559593,11,positive
2025-09-14 07:00:01+00:00,,chaos bikin kbri keluarkan imbauan untuk wni begini situasi demo di australia,[],6,5,0,0,,,in,https://x.com/undefined/status/1967121138460340230,11,neutral
2025-09-14 06:34:42+00:00,,baru nyadar gak bolehin pelajar buat demo tapi kita punya banyak jalan dengan nama tentara pelajar,[],11,0,0,0,,,in,https://x.com/undefined/status/1967114766104883394,11,negative
2025-09-14 08:25:54+00:00,,boleh juga usul nya jd demo ga kmna2 yaa pak menteri ham,[],8,2,4,0,,,in,https://x.com/undefined/status/1967142751944012242,10,neutral
2025-09-13 05:05:27+00:00,,giliran perancis demo,[],8,2,0,0,https://pbs.twimg.com/ext_tw_video_thumb/1966729889845047296/pu/img/9HN3o-hWn2710-sQ.jpg,,in,https://x.com/undefined/status/1966729920811618693,10,negative
2025-09-14 04:22:01+00:00,,menteri ham usul pembuatan tempat demo di halaman gedung dpr usulan yg tidak bermutu yg tidak sesuai dng tupoksi menteri ham,[],7,3,3,1,,,in,https://x.com/undefined/status/1967081375766585491,10,neutral
2025-09-14 04:21:47+00:00,,mereka itu mitra bukan buruh koq bisa ini bs jd hanya php untuk meredam isu kemungkinan demo lg,[],9,0,2,0,,,in,https://x.com/undefined/status/1967081316413059251,9,neutral
2025-09-13 12:51:04+00:00,,lawan dek ajak temen2 untuk bersatu dan belajar demo kalian udah bukan siswa lagi kalian udah menjadi mahasiswa yang ga pantas untuk di injakinjak oleh siapapun entah itu pemerintah atau kating,[],9,0,0,0,,,in,https://x.com/undefined/status/1966847095014649899,9,negative
2025-09-13 23:02:00+00:00,,wagub jatim sebut 64 anak terseret kasus hukum demo agustus,[],8,1,1,1,,,in,https://x.com/undefined/status/1967000842382520726,9,neutral
2025-09-13 15:34:58+00:00,,supaya adil pas sekali dengan opini saya pasca aksi demo yg lalu,[],7,2,2,0,https://pbs.twimg.com/media/G0vKhWabcAcOnW8.jpg,,in,https://x.com/undefined/status/1966888340659335615,9,neutral
2025-09-13 11:55:55+00:00,,mau membatasi medsos sprt di nepal lihat aja kejadian disana yg gara pembatasan medsos jadi demo besar2 an amp pembakaran,[],9,0,0,0,,,in,https://x.com/undefined/status/1966833217614606685,9,negative
2025-09-13 08:27:00+00:00,,kejutan prabowo bakal reformasi besarbesaran kepolisian seusai demo ricuh segera bentuk tim presiden prabowo menyetujui pembentukan tim atau komisi reformasi kepolisian bahkan prabowo disebut sudah memiliki konsep reformasi kepolisian yang akhirakhir ini menjadi tuntutan,[],8,1,0,0,https://pbs.twimg.com/amplify_video_thumb/1966748006620995584/img/owIyBMyDTEtBTA8n.jpg,,in,https://x.com/undefined/status/1966780641112191491,9,neutral
2025-09-13 11:51:29+00:00,,cobain demo game horror lokal yang penuh misteri sabtu 13 september 2025 1900 wib gmt7 waiting room violaifu,['violaifu'],9,0,0,0,https://pbs.twimg.com/media/G0uXNnRaEAAxNBH.jpg,,in,https://x.com/undefined/status/1966832099165688313,9,neutral
2025-09-13 11:08:05+00:00,,hantar sepuluh orang gila setiap kali dorang demo baru best kita layan,[],8,0,0,0,,,in,https://x.com/undefined/status/1966821179454615830,8,negative
2025-09-14 03:15:00+00:00,,demonstrasi di london inggris memanas setidaknya 26 orang polisi terluka dan 25 orang pendemo ditangkap saat demonstrasi memanas,[],7,1,0,3,,,in,https://x.com/undefined/status/1967064511220797669,8,neutral
2025-09-13 06:02:47+00:00,,ikut demo kaga tp bisanya rasis bjir,[],8,0,0,0,,,in,https://x.com/undefined/status/1966744346532712933,8,negative
2025-09-13 05:50:49+00:00,,ini jadul mending coba demo h2 minggu sblm rilis,[],8,0,1,0,,,in,https://x.com/undefined/status/1966741337010553135,8,negative
2025-09-13 11:07:24+00:00,,cuma yapping2 asbun doang buat edukasi grassroot ee kucing lah edukasi2 pas demo kmrn di sosmed jgn anarkis bla2 di real life itu yg pas kantor astra kena looting graasroot yg disitu malah cair cair cair,[],6,2,1,0,,,in,https://x.com/undefined/status/1966821007420690704,8,negative
2025-09-13 05:03:44+00:00,,gais ayo demo ke yayasan terutama warga cairo,[],7,1,1,0,,,in,https://x.com/undefined/status/1966729487749378086,8,negative
2025-09-14 07:20:13+00:00,,yg bikin rusuh n bakarbakar ransum pas demo kemarin juga orang militer cok,[],8,0,0,0,,,in,https://x.com/undefined/status/1967126220640055412,8,negative
2025-09-14 01:48:52+00:00,,boomer2 nepal ga ada yang nyinyir dasar gen z kerjaannya cuman demo bukannya kerja dengan gaji dibawah umr dan terus bersyukur yaa makanya bisa kuat,[],7,0,1,0,,,in,https://x.com/undefined/status/1967042834835665209,7,negative
2025-09-13 15:17:45+00:00,,that time my bf demo dan ga ada kabar 5 jam gw udh sampe nangis di kos takut dia knp dan tbtb dia nongol di kosan gua karena tau gua pasti khawatir ternyata hp nya mati instead of pake laptop or pinjem hp orang he chose to nyamperin and that sums up the kind of man he is,[],7,0,1,0,,,in,https://x.com/undefined/status/1966884008471699503,7,negative
2025-09-14 10:03:45+00:00,,nonton konser seventeen selama yg nyanyi masih member seventeen ga masalah kecuali tbtb babeh jyp join nah itu baru demo kita,[],7,0,0,0,,,in,https://x.com/undefined/status/1967167378305011803,7,neutral
2025-09-14 09:25:38+00:00,,polisi gandeng ppatk telusuri aliran dana yg diduga sokong demo ricuh aliran dananya asing atau lokal,[],5,2,0,2,https://pbs.twimg.com/ext_tw_video_thumb/1967157726280355840/pu/img/SJ_U9VdLe92LGi_p.jpg,,in,https://x.com/undefined/status/1967157784786657587,7,neutral
2025-09-14 06:22:00+00:00,,polisi ungkap penjarahan atm saat demo di makassar uang hasil jarahan dibagikan ke puluhan orang masingmasing rp 18 juta empat pelaku ditangkap via,[],5,2,0,1,,,in,https://x.com/undefined/status/1967111570879557838,7,neutral
2025-09-13 11:05:33+00:00,,kalau berdasarkan tempo ada sosok yang gatekeep semua informasi ke presiden contohnya pada kasus demo bulan lalu sumbernya ini sudah di timestamped,[],3,3,1,0,,,in,https://x.com/undefined/status/1966820541827891228,6,neutral
2025-09-13 09:43:12+00:00,,borg 01 autonomous logistics demo by robotics machinelearning artificialintelligence innovation technology ai ml cc,"['Autonomous', 'Logistics', 'Robotics', 'MachineLearning', 'ArtificialIntelligence', 'Innovation', 'Technology', 'AI', 'ML']",6,0,0,0,https://pbs.twimg.com/ext_tw_video_thumb/1966799769809874944/pu/img/oo7H_G0W1NsHXD4w.jpg,,in,https://x.com/undefined/status/1966799819063611679,6,neutral
2025-09-14 04:30:32+00:00,,urusan dalang demo rusuh saja bin gak tahu aplg urusan pribadi,[],6,0,1,0,,,in,https://x.com/undefined/status/1967083520347828542,6,negative
2025-09-14 06:53:02+00:00,,110rb haha media penipu cuma njiplak dari media sky news dan msm sampah lain seberapa rusuh serusuh demodemo free palestine serusuh nothing hill,[],6,0,1,0,,,in,https://x.com/undefined/status/1967119382829822121,6,negative
2025-09-13 22:09:33+00:00,,adik2 mahasiswa mesti merumuskan kembali tuntutan demonya banyak sendi2 yg belum tersentuh padahal sendi2 itu sangat2 vital bagi keberlangsungan hidup bangsa indonesia dan memilih format demo yang tidak mudah disusupi amp ambil alih kendali oleh pihak² tertentu,[],5,1,1,0,,,in,https://x.com/undefined/status/1966987642421354820,6,negative
2025-09-13 13:43:00+00:00,,pembentukan tim pencari fakta ungkap akar masalah demo rusuh,[],4,2,3,0,,,in,https://x.com/undefined/status/1966860165191528957,6,neutral
2025-09-13 11:11:21+00:00,,demodemo di uk tuh vibesnya rakyat vs rakyat ya bukan rakyat vs pemerintah pemerintah dan polisi rasanya lebih kayak penengah,[],6,0,1,0,,,in,https://x.com/undefined/status/1966822001508512239,6,negative
2025-09-14 01:32:35+00:00,,bukan ketipu kan mereka di bayar amp di sejahterkan kt orang yg protes amp demo gak dibayar 2050 thn kedepan indonesia juga akan begini trus jadi ikhtiar buat diri sendir aj gimana caranya anak2kt bisa kerja di luar negri trus pindah kewarganegaraan nya,[],5,0,0,0,https://pbs.twimg.com/media/G0xTTjdbcAAJ4iU.jpg,,in,https://x.com/undefined/status/1967038735704617152,5,negative
2025-09-14 01:43:07+00:00,,mulai dari proses pembentukkan kebijakan ga pernah dilibatkan kalau keracunan mereka cuma angka putus sekolah mereka cuma dianggap segelintir giliran mau protes diancam ga boleh foto nampan ga boleh turun demo ditangkap diperas cara pikir negara yang menjijikan,[],5,0,1,0,,,in,https://x.com/undefined/status/1967041386311786755,5,negative
2025-09-14 04:54:49+00:00,,ga ada yg demo juga udah macet,[],5,0,1,0,,,in,https://x.com/undefined/status/1967089631838826580,5,negative
2025-09-13 13:41:54+00:00,,rakayat benar2 dikotak2 an di bikin bdooh udah bener membahs substasi demo apa isinya muncul mbak2 bahas dasar demo nya tidak fokus pada isinya,[],4,1,0,0,,,in,https://x.com/undefined/status/1966859888954605731,5,negative
2025-09-13 05:55:44+00:00,,percuma ada lapangan demo kalau dpr nya ngumpet,[],2,3,0,0,,,in,https://x.com/undefined/status/1966742573461967302,5,negative
2025-09-13 09:46:12+00:00,,ntar kalau rusuh dia saja di jadikan alasan dia provokator demo di indonesia,[],4,1,0,0,,,in,https://x.com/undefined/status/1966800574466101688,5,negative
2025-09-13 13:02:57+00:00,,lahh bknnya kmren bnyk yg nuntut pas demo,[],5,0,0,0,,,in,https://x.com/undefined/status/1966850085024895319,5,negative
2025-09-14 01:02:19+00:00,,padahal demontrasi rusuh aja baru kejadian beberapa minggu yang lalu dimana banyak kejadian pembakaran yg dituduhkan itu dilakukan sama penyusup masa langsung lupa sih kalo sekelas demo yg tujuan nya protes aja banyak penyusup nya apalagi gerakan ngerampok orang kaya,[],5,0,0,0,,,in,https://x.com/undefined/status/1967031122648592771,5,negative
2025-09-13 13:42:33+00:00,,almarhum pak salim said sayang beliau sdh berpulang saya pingin denger analisanya tentang demo kemarin dan krisis di nepal,[],4,1,1,0,,,in,https://x.com/undefined/status/1966860050477273233,5,neutral
2025-09-13 05:55:38+00:00,,simpel bongkar pagarnya kyk d negara australia apa dmn lupa tidak ada batas antara rakyat dan perwakilannya kan enak udh taman buat neduh klo panas klo lapang ya kyk jebakan trus di kelilingin aparat rantis dll ya tamat yg demo,[],3,1,0,1,https://pbs.twimg.com/tweet_video_thumb/G0tF6p2a0AAyjYN.jpg,,in,https://x.com/undefined/status/1966742547302101231,4,negative
2025-09-13 09:47:50+00:00,,setuju kak saat banyak demo kemarin ada sejumlah akun yg provokasi penjarahan orangorang kaya terutama minoritas jangan sampai akhirnya narasi seperti itu dimanfaatkan oleh provokator untuk memperkeruh suasana,[],4,0,0,0,,,in,https://x.com/undefined/status/1966800985072037977,4,negative
